2013-01-01 00:00,3.82,264.20,W,6.25,0,0
2013-01-01 00:06,3.56,254.62,WSW,5.88,0,0
2013-01-01 00:12,5.53,249.93,WSW,7.36,0,0
2013-01-01 00:18,4.84,251.48,WSW,7.03,0,0
2013-01-01 00:24,4.81,255.95,WSW,6.85,0,0
2013-01-01 00:30,5.42,249.33,WSW,6.55,0,0
2013-01-01 00:36,4.99,241.81,WSW,7.45,0,0
2013-01-01 00:42,5.85,244.84,WSW,7.11,0,0
2013-01-01 00:48,5.38,244.25,WSW,6.97,0,0
2013-01-01 00:54,6.11,240.25,WSW,7.32,0,0
2013-01-01 01:00,6.60,240.00,WSW,8.40,0,0
2013-01-01 01:06,6.96,243.75,WSW,8.42,0,0
2013-01-01 01:12,6.93,244.14,WSW,8.91,0,0
2013-01-01 01:18,6.10,251.00,WSW,7.50,0,0
2013-01-01 01:24,6.86,250.09,WSW,7.51,0,0
2013-01-01 01:30,6.92,248.78,WSW,8.70,0,0
2013-01-01 01:36,6.47,252.63,WSW,8.39,0,0
2013-01-01 01:42,6.67,253.02,WSW,9.07,0,0
2013-01-01 01:48,6.79,248.08,WSW,8.32,0,0
2013-01-01 01:54,5.51,252.96,WSW,8.51,0,0
2013-01-01 02:00,5.66,257.64,WSW,8.70,0,0
2013-01-01 02:06,5.02,258.33,WSW,7.62,0,0
2013-01-01 02:12,5.76,253.62,WSW,7.23,0,0
2013-01-01 02:18,4.66,261.59,W,7.38,0,0
2013-01-01 02:24,5.17,259.99,W,8.55,0,0
2013-01-01 02:30,5.25,258.63,WSW,8.84,0,0
2013-01-01 02:36,5.28,259.60,W,8.18,0,0
2013-01-01 02:42,4.98,255.89,WSW,7.41,0,0
2013-01-01 02:48,5.41,261.54,W,8.31,0,0
2013-01-01 02:54,5.90,258.84,W,9.51,0,0
2013-01-01 03:00,5.71,262.97,W,8.69,0,0
2013-01-01 03:06,5.56,263.98,W,8.55,0,0
2013-01-01 03:12,4.80,262.26,W,10.24,0,0
2013-01-01 03:18,5.40,269.00,W,9.20,0,0
2013-01-01 03:24,5.52,268.71,W,9.17,0,0
2013-01-01 03:30,6.86,269.64,W,9.52,0,0
2013-01-01 03:36,5.35,266.55,W,8.90,0,0
2013-01-01 03:42,5.96,267.31,W,8.59,0,0
2013-01-01 03:48,6.27,267.75,W,8.03,0,0
2013-01-01 03:54,6.35,268.58,W,8.10,0,0
2013-01-01 04:00,5.31,267.54,W,8.06,0,0
2013-01-01 04:06,4.62,263.96,W,6.89,0,0
2013-01-01 04:12,4.98,259.85,W,7.64,0,0
2013-01-01 04:18,6.52,249.87,WSW,7.97,0,0
2013-01-01 04:24,5.44,257.30,WSW,7.68,0,0
2013-01-01 04:30,5.27,255.70,WSW,8.31,0,0
2013-01-01 04:36,5.76,253.32,WSW,8.56,0,0
